00003_baalaaxeechia_universe-everything-around-us|baalaaxeechia
06357_bachisaashipituua_fight-to-feud-to_FemaleCitation_CGL_1|bachisaashipituua
06357_bachisaashipituua_fight-to-feud-to_FemaleCitation_CGL_2|bachisaashipituua
06357_bachisaashipituua_fight-to-feud-to_FemaleStem_CGL_1|bachisaashipituua
06361_bachiissashiihkuua_instigate-to-fan-the-flam_FemaleCitation_CGL_1|bachiissashiihkuua
06361_bachiissashiihkuua_instigate-to-fan-the-flam_FemaleCitation_CGL_2|bachiissashiihkuua
06361_bachiissashiihkuua_instigate-to-fan-the-flam_FemaleCitation_CGL_3|bachiissashiihkuua
06361_bachiissashiihkuua_instigate-to-fan-the-flam_FemaleStem_CGL_1|bachiissashiihkuua
06361_bachiissashiihkuua_instigate-to-fan-the-flam_FemaleStem_CGL_2|bachiissashiihkuua
06369_ihchichipasshiia_self-defense_FemaleCitation_CGL_1|ihchichipasshiia
06369_ihchichipasshiia_self-defense_FemaleCitation_CGL_2|ihchichipasshiia
06369_ihchichipasshiia_self-defense_FemaleStem_CGL_1|ihchichipasshiia
06395_akkuwilee_challenge-to-fight--picki_FemaleCitation_CGL_1|akkuwilee
06395_akkuwilee_challenge-to-fight--picki_FemaleStem_CGL_1|akkuwilee
06397_isbiipdeete_unprovoked_FemaleCitation_CGL_1|isbiipdeete
06397_isbiipdeete_unprovoked_FemaleStem_CGL_1|isbiipdeete
06410_keeliche_betray-to-referral-for-wo_FemaleCitation_CGL_1|keeliche
06410_keeliche_betray-to-referral-for-wo_FemaleCitation_CGL_2|keeliche
06410_keeliche_betray-to-referral-for-wo_FemaleStem_CGL_1|keeliche
06432_kawiikaate_weak-person--not-strong--_FemaleCitation_CGL_1|kawiikaate
06432_kawiikaate_weak-person--not-strong--_FemaleCitation_CGL_2|kawiikaate
06432_kawiikaate_weak-person--not-strong--_FemaleStem_CGL_1|kawiikaate
06434_baleewiliaxshee_victory_FemaleCitation_CGL_1|baleewiliaxshee
06450_alaxsuua_losing-side_FemaleCitation_CGL_1|alaxsuua
06461_baakukoommachia_airforce_FemaleCitation_CGL_1|baakukoommachia
06461_baakukoommachia_airforce_FemaleCitation_CGL_2|baakukoommachia
06507_iiwaachilakaxuua-_dustpan_FemaleCitation_CGL_2|iiwaachilakaxuua
06543_baaiikuuwihche_using-something-to-entice_FemaleCitation_CGL_2|baaiikuuwihche
06543_baaiikuuwihche_using-something-to-entice_FemaleStem_CGL_1|baaiikuuwihche
06545_baalakkachihchewia_discussion-process-of-pas_FemaleCitation_CGL_1|baalakkachihchewia
06545_baalakkachihchewio_discussion-process-of-pas_FemaleCitation_CGL_2|baalakkachihchewio
06545_baalakkachihchewio_discussion-process-of-pas_FemaleCitation_CGL_3|baalakkachihchewio
06546_kuluusaau_renounce-claim-put-on-hol_FemaleCitation_CGL_2|kuluusaau
06546_kuluusaau_renounce-claim-put-on-hol_FemaleStem_CGL_1|kuluusaau
06549_daaskulusshiia_change-of-heart_FemaleCitation_CGL_1|daaskulusshiia
06549_daaskulusshiia_change-of-heart_FemaleCitation_CGL_2|daaskulusshiia
06549_daaskulusshiia_change-of-heart_FemaleStem_CGL_1|daaskulusshiia
06549_daaskulusshiia_change-of-heart_FemaleStem_CGL_2|daaskulusshiia
06555_kammatbaluussaala_stop-fighting_FemaleCitation_CGL_2|kammatbaluussaala
06559_bachichuuweesuua_no-longer-oppose-each-oth_FemaleCitation_CGL_1|bachichuuweesuua
06559_bachichuuweesuua_no-longer-oppose-each-oth_FemaleStem_CGL_2|bachichuuweesuua
06565_baakalattuuleete_atheism_FemaleCitation_CGL_1|baakalattuuleete
06565_baakalattuuleete_atheism_FemaleCitation_CGL_2|baakalattuuleete
06565_baakalattuuleete_atheism_FemaleStem_CGL_2|baakalattuuleete
06565_baakalattuuleete_atheism_FemaleStem_CGL_3|baakalattuuleete
06565_baakalattuuleete_atheism_FemaleStem_CGL_4|baakalattuuleete
06566_baaiiwaakoochihte_divine_FemaleCitation_CGL_1|baaiiwaakoochihte
06566_baaiiwaakoochihte_divine_FemaleStem_CGL_2|baaiiwaakoochihte
6575_b_iiwaaoossuua_dye_CGL|iiwaaoossuua
06581_baaxpaakaashissee_lesser-gods-not-holy_FemaleCitation_CGL_2|baaxpaakaashissee
06586_baleilaaxihee_demonbad-spirit_MaleCitation_CGL_1|baleilaaxihee
06588_bilaxpaakisaate_giant_FemaleCitation_CGL_2|bilaxpaakisaate
06589_iiwaaxe_call-someone-names_FemaleCitation_CGL_1|iiwaaxe
06589_iiwaaxe_call-someone-names_FemaleCitation_CGL_2|iiwaaxe
06589_iiwaaxe_call-someone-names_FemaleStem_CGL_1|iiwaaxe
06634_baalushkua_using-medicine-on-put-a-s_FemaleCitation_CGL_1|baalushkua
06634_baalushkua_using-medicine-on-put-a-s_FemaleStem_CGL_1|baalushkua
06634_baalushkua_using-medicine-on-put-a-s_FemaleStem_CGL_2|baalushkua
06663_akbaleihammaashialeehche_dream-interpreter_FemaleCitation_CGL_1|akbaleihammaashialeehche
06663_akbaleihammaashialeehche_dream-interpreter_FemaleCitation_CGL_2|akbaleihammaashialeehche
06723_alaxawiichiwee_to-confess-something-bad-_FemaleCitation_CGL_1|alaxawiichiwee
06723_alaxawiichiwee_to-confess-something-bad-_FemaleCitation_CGL_2|alaxawiichiwee
06723_alaxawiichiwee_to-confess-something-bad-_FemaleStem_CGL_2|alaxawiichiwee
06723_alaxawiichiwee_to-confess-something-bad-_FemaleStem_CGL_3|alaxawiichiwee
06728_duushissee_to-not-eat_FemaleCitation_CGL_1|duushissee
06728_duushissee_to-not-eat_FemaleStem_CGL_1|duushissee
06729_diassee_to-refuse-to-do-something_FemaleCitation_CGL_1|diassee
06729_diassee_to-refuse-to-do-something_FemaleStem_CGL_2|diassee
06731_alishchilaaxhche_to-refrain-from-doing-som_FemaleCitation_CGL_1|alishchilaaxhche
06731_alishchilaaxhche_to-refrain-from-doing-som_FemaleCitation_CGL_2|alishchilaaxhche
06731_alishchilaaxhche_to-refrain-from-doing-som_FemaleStem_CGL_1|alishchilaaxhche
06733_sahkchilee_resurrection_FemaleCitation_CGL_1|sahkchilee
06733_sahkchilee_resurrection_FemaleStem_CGL_2|sahkchilee
06734_kakachileehche_raise-another-from-the-de_FemaleCitation_CGL_1|kakachileehche
06734_kakachileehche_raise-another-from-the-de_FemaleStem_CGL_1|kakachileehche
06735_kaalisheeleete_eternal-life--not-subject_FemaleCitation_CGL_1|kaalisheeleete
06735_kaalisheeleete_eternal-life--not-subject_FemaleStem_CGL_2|kaalisheeleete
06738_ashalaho_the-other-side-camp-Crow-_FemaleCitation_CGL_2|ashalaho
06748_akchiwakiiwacheetche_religious-leaders_FemaleCitation_CGL_2|akchiwakiiwacheetche
06751_balealachiwakiia_Christian--form-of-worshi_FemaleCitation_CGL_2|balealachiwakiia
06762_akbaakusschiwaakiia_baptist-refers-to-that-de_FemaleCitation_CGL_2|akbaakusschiwaakiia
06763_akkuhpawishe_presbyterian_FemaleCitation_CGL_2|akkuhpawishe
06765_ilappahke_qualified_FemaleCitation_CGL_1|ilappahke
06765_ilappahke_qualified_FemaleStem_CGL_1|ilappahke
06766_Isbitchiilusshia-ammakalattuua_Islam-lit-middle-eastern-_FemaleCitation_CGL_1|isbitchiilusshia ammakalattuua
06769_Akbaatatdia-isbilaxpaake-ammaakalattuua_Judaism_FemaleCitation_CGL_2|akbaatatdia isbilaxpaake ammaakalattuua
06778_baaihaasschiwakaau_idoltry_FemaleCitation_CGL_1|baaihaasschiwakaau
06784_ammaawilihpihkuua_baptismal-font_FemaleCitation_CGL_2|ammaawilihpihkuua
06785_baawatbakalee-iixiassee_steeple--sign-of-the-cros_FemaleCitation_CGL_2|baawatbakalee iixiassee
06789_akchiwakiialakooluua_monastary--parish-home_FemaleCitation_CGL_2|akchiwakiialakooluua
06790_akbaakalatchessee_unbeliever-nonbeliever_FemaleCitation_CGL_1|akbaakalatchessee
06811_iiwaachileekapuua_dust-pan_FemaleCitation_CGL_1|iiwaachileekapuua
06849_baawaalaacheannuusaau_file-cabinet_FemaleCitation_CGL_1|baawaalaacheannuusaau
06863_iiwaawilissuua_grill_FemaleCitation_CGL_1|iiwaawilissuua
06863_iiwaawilissuua_grill_FemaleCitation_CGL_2|iiwaawilissuua
06864_ooshtaahile_throughly-cooked--cooked-_FemaleCitation_CGL_1|ooshtaahile
06864_ooshtaahile_throughly-cooked--cooked-_FemaleCitation_CGL_2|ooshtaahile
06864_ooshtaahile_throughly-cooked--cooked-_FemaleCitation_CGL_3|ooshtaahile
06864_ooshtaahile_throughly-cooked--cooked-_FemaleStem_CGL_1|ooshtaahile
06866_ooshitche_well-done-as-in-cooking-m_FemaleCitation_CGL_1|ooshitche
06866_ooshitche_well-done-as-in-cooking-m_FemaleStem_CGL_1|ooshitche
06866_ooshitche_well-done-as-in-cooking-m_FemaleStem_CGL_2|ooshitche
06869_awaasbuluakuua_boil-beans_FemaleCitation_CGL_2|awaasbuluakuua
06869_awaasbuluakuua_boil-beans_FemaleStem_CGL_1|awaasbuluakuua
06877_ilitbishtannee_aroma-of-something-cookin_FemaleCitation_CGL_2|ilitbishtannee
06877_ilitbishtannee_aroma-of-something-cookin_FemaleCitation_CGL_3|ilitbishtannee
06877_ilitbishtannee_aroma-of-something-cookin_FemaleCitation_CGL_4|ilitbishtannee
06877_ilitbishtannee_aroma-of-something-cookin_FemaleCitation_CGL_5|ilitbishtannee
06877_ilitbishtannee_aroma-of-something-cookin_FemaleStem_CGL_1|ilitbishtannee
06881_buluahkuua_bubbleboil-it_FemaleCitation_CGL_1|buluahkuua
06881_buluahkuua_bubbleboil-it_FemaleCitation_CGL_2|buluahkuua
06881_buluahkuua_bubbleboil-it_FemaleStem_CGL_1|buluahkuua
06881_buluahkuua_bubbleboil-it_FemaleStem_CGL_2|buluahkuua
06885_chikuahche_sweeten_FemaleCitation_CGL_1|chikuahche
06885_chikuahche_sweeten_FemaleCitation_CGL_2|chikuahche
06885_chikuahche_sweeten_FemaleStem_CGL_1|chikuahche
06885_chikuahche_sweeten_FemaleStem_CGL_2|chikuahche
06905_baaxawuluxsaxsachii_to-knead-bread_FemaleCitation_CGL_1|baaxawuluxsaxsachii
06905_baaxawuluxsaxsachii_to-knead-bread_FemaleStem_CGL_2|baaxawuluxsaxsachii
06915_iichipassaau_spatula_FemaleCitation_CGL_1|iichipassaau
06915_iichipassaau_spatula_FemaleCitation_CGL_2|iichipassaau
06920_iihuupaluusuua_spoon_FemaleCitation_CGL_1|iihuupaluusuua
06924_iiwaaalaxxua_frying-pan_FemaleCitation_CGL_1|iiwaaalaxxua
06925_baatisee_pot-or-kettle_FemaleCitation_CGL_1|baatisee
06927_iiwaaxawuaoossuua_toaster_FemaleCitation_CGL_1|iiwaaxawuaoossuua
06927_iiwaaxawuaoossuua_toaster_FemaleCitation_CGL_2|iiwaaxawuaoossuua
06939_iiwaapaapaau_big-spoon_FemaleCitation_CGL_2|iiwaapaapaau
06945_iiwaalatchikaatuua_pound-meat-into-little-pi_FemaleCitation_CGL_2|iiwaalatchikaatuua
06959_ammaalahkuluusaau_storage_FemaleCitation_CGL_2|ammaalahkuluusaau
06959_ammaalahkuluusaau_storage_FemaleCitation_CGL_3|ammaalahkuluusaau
06972_oosshekulusaau_preserve-food--store-food_FemaleCitation_CGL_2|oosshekulusaau
06976_ooshialaxpe_leftovers_FemaleCitation_CGL_1|ooshialaxpe
06978_ammaauutuua_dish-rack_FemaleCitation_CGL_2|ammaauutuua
06993_isaaluaxaaliahche_slouch-slump_FemaleCitation_CGL_1|isaaluaxaaliahche
06993_isaaluaxaaliahche_slouch-slump_FemaleStem_CGL_2|isaaluaxaaliahche
06993_isaaluaxaaliahche_slouch-slump_FemaleStem_CGL_4|isaaluaxaaliahche
06995_bachaxpaluusuua_sharing-and-eating-togeth_FemaleCitation_CGL_2|bachaxpaluusuua
07005_iichiwakaau_the-purpose-of-prayer_FemaleCitation_CGL_3|iichiwakaau
07024_axpashilee_overeat_FemaleCitation_CGL_1|axpashilee
07024_axpashilee_overeat_FemaleStem_CGL_2|axpashilee
07035_baaluushiakaata_small-appetite_FemaleCitation_CGL_1|baaluushiakaata
07035_baaluushiakaata_small-appetite_FemaleCitation_CGL_2|baaluushiakaata
07035_baaluushiakaata_small-appetite_FemaleStem_CGL_2|baaluushiakaata
07035_baaluushiakaata_small-appetite_FemaleStem_CGL_3|baaluushiakaata
07036_aliishissaa_no-appetite_FemaleCitation_CGL_1|aliishissaa
07036_aliishissaa_no-appetite_FemaleStem_CGL_1|aliishissaa
07046_aliissatdeewi_appetite_FemaleCitation_CGL_1|aliissatdeewi
07046_aliissatdeewi_appetite_FemaleStem_CGL_2|aliissatdeewi
07046_aliissatdeewi_appetite_FemaleStem_CGL_3|aliissatdeewi
07054_bilaxpashe_full-from-water-bloated_FemaleCitation_CGL_1|bilaxpashe
07054_bilaxpashe_full-from-water-bloated_FemaleStem_CGL_2|bilaxpashe
07055_kalishii_drank_FemaleStem_CGL_1|kalishii
07055_kalishii_drank_FemaleStem_CGL_2|kalishii
07056_bilaxpaxpashe_guzzle_FemaleCitation_CGL_1|bilaxpaxpashe
07056_bilaxpaxpashe_guzzle_FemaleStem_CGL_2|bilaxpaxpashe
07056_bilaxpaxpashe_guzzle_FemaleStem_CGL_3|bilaxpaxpashe
07056_bilaxpaxpashe_guzzle_FemaleStem_CGL_4|bilaxpaxpashe
07060_dasache_guzzle-chug-it_FemaleCitation_CGL_1|dasache
07060_dasache_guzzle-chug-it_FemaleStem_CGL_1|dasache
07072_iiwaakulusshiituua_napkin_FemaleCitation_CGL_1|iiwaakulusshiituua
07086_ammaaluusuua_diet-what-you-eat_FemaleCitation_CGL_1|ammaaluusuua
07087_baleluushikooshtaahili_eating-light_FemaleCitation_CGL_1|baleluushikooshtaahili
07087_baleluushikooshtaahili_eating-light_FemaleCitation_CGL_2|baleluushikooshtaahili
07087_baleluushikooshtaahili_eating-light_FemaleStem_CGL_3|baleluushikooshtaahili
07095_iiwaalashdua_tool-used-to-pound-mallet_FemaleCitation_CGL_2|iiwaalashdua
07116_oosheehilitchi_good-cook_FemaleCitation_CGL_2|oosheehilitchi
07116_oosheehilitchi_good-cook_FemaleStem_CGL_1|oosheehilitchi
07122_daschiichichiia_chomp-to-chew-into-many-p_FemaleCitation_CGL_2|daschiichichiia
07122_daschiichichiia_chomp-to-chew-into-many-p_FemaleCitation_CGL_3|daschiichichiia
07122_daschiichichiia_chomp-to-chew-into-many-p_FemaleStem_CGL_1|daschiichichiia
07128_bishkaakshimnaschi_chewing-gum_FemaleCitation_CGL_1|bishkaakshimnaschi
07128_bishkaakshimnaschi_chewing-gum_FemaleCitation_CGL_2|bishkaakshimnaschi
07128_bishkaakshimnaschi_chewing-gum_FemaleStem_CGL_2|bishkaakshimnaschi
07139_aweelanmaaluusuua_picnic_FemaleCitation_CGL_1|aweelanmaaluusuua
07139_aweelanmaaluusuua_picnic_FemaleCitation_CGL_2|aweelanmaaluusuua
07168_buluhpashiilaache_citrus-grapefruit-oranges_FemaleCitation_CGL_2|buluhpashiilaache
07199_ihkalichiituua_boiled-egg-poached-egg_FemaleCitation_CGL_2|ihkalichiituua
07202_ihkawaaiishio_omelette_FemaleCitation_CGL_2|ihkawaaiishio
07202_ihkawaaiishio_omelette_FemaleCitation_CGL_3|ihkawaaiishio
07203_buaihke_fish-eggs-caviar_FemaleCitation_CGL_2|buaihke
07203_buaihke_fish-eggs-caviar_FemaleCitation_CGL_3|buaihke
07213_ihchilakkaashbilaxxee_honey_FemaleCitation_CGL_2|ihchilakkaashbilaxxee
07229_baaiishiiaache_flavoring-seasoning_FemaleCitation_CGL_2|baaiishiiaache
07240_xooxaashtalee_corn-oil-canola-oil_FemaleCitation_CGL_2|xooxaashtalee
07241_baawachiishiio_ingredient_FemaleCitation_CGL_1|baawachiishiio
07242_baalapiihche_thickener_FemaleCitation_CGL_1|baalapiihche
07242_baalapiihche_thickener_FemaleCitation_CGL_2|baalapiihche
07265_baaliishechoosuua_boiled-dried-meat_FemaleCitation_CGL_2|baaliishechoosuua
07265_baaliishechoosuua_boiled-dried-meat_FemaleCitation_CGL_3|baaliishechoosuua
07279_baaxawuashiile_brown-bread_FemaleCitation_CGL_2|baaxawuashiile
07288_baachualappiitua_cranberry-sauce_FemaleCitation_CGL_2|baachualappiitua
07289_buluhpashua-dappiitua_apple-sauce_FemaleCitation_CGL_2|buluhpashua dappiitua
07290_iishuwi-_to-wash-also-iisshiwi_FemaleCitation_CGL_2|iishuwi
07290_iishuwi-_to-wash-also-iisshiwi_FemaleStem_CGL_2|iishuwi
07295_buahuppiia_clam-chowder_FemaleCitation_CGL_2|buahuppiia
07296_ilukbilaaxxee_broth_FemaleCitation_CGL_2|ilukbilaaxxee
07310_itbuuko-kalapee-_stir-up-instigate_FemaleCitation_CGL_2|itbuuko kalapee
07310_itbuuko-kalapee-_stir-up-instigate_FemaleStem_CGL_2|itbuuko kalapee
07328_bile-xakaalawe_water-real-meaning_FemaleCitation_CGL_2|bile xakaalawe
07328_bile-xakaalawe_water-real-meaning_FemaleCitation_CGL_3|bile xakaalawe
07331_itchila-_worthless_FemaleStem_CGL_2|itchila
07332_ihchiliche-_bump-against-something-hi_FemaleCitation_CGL_3|ihchiliche
07332_ihchiliche-_bump-against-something-hi_FemaleStem_CGL_2|ihchiliche
07338_itchuanilitdee-_side-swipe-collide-with-a_FemaleCitation_CGL_1|itchuanilitdee
07338_itchuanilitdee-_side-swipe-collide-with-a_FemaleStem_CGL_1|itchuanilitdee
07354_itpuummaalahche-_stick-to-as-mud_FemaleCitation_CGL_1|itpuummaalahche
07354_itpuummaalahche-_stick-to-as-mud_FemaleStem_CGL_1|itpuummaalahche
07357_alaxaahia_light-up_FemaleCitation_CGL_3|alaxaahia
07357_alaxaahia_light-up_FemaleStem_CGL_3|alaxaahia
07357_alaxaahiia_light-up_FemaleCitation_CGL_2|alaxaahiia
07361_oopiisee_heavy-smoker-chain-smoker_FemaleCitation_CGL_2|oopiisee
07361_oopiisee_heavy-smoker-chain-smoker_FemaleStem_CGL_1|oopiisee
07369_akbaaiiwaaiaschile_dealer--drug-dealer-someo_FemaleCitation_CGL_1|akbaaiiwaaiaschile
07369_akbaaiiwaaiaschile_dealer--drug-dealer-someo_FemaleCitation_CGL_2|akbaaiiwaaiaschile
07377_iwacheekaattaa_not-very-far-away_FemaleCitation_CGL_2|iwacheekaattaa
07381_iishiisshawuuko_underwear_FemaleCitation_CGL_2|iishiisshawuuko
07400_ishuxshe_cuffs_FemaleCitation_CGL_2|ishuxshe
07407_eelabalekussee_side-drop-on-the-belt-mal_FemaleCitation_CGL_2|eelabalekussee
07407_eelabalekussee_side-drop-on-the-belt-mal_FemaleCitation_CGL_3|eelabalekussee
07407_eelabalekussee_side-drop-on-the-belt-mal_FemaleCitation_CGL_4|eelabalekussee
07417_kakashche-_re-establish-a-home-or-bu_FemaleCitation_CGL_3|kakashche
07417_kakashche-_re-establish-a-home-or-bu_FemaleStem_CGL_2|kakashche
07418_kakaxxaailuo-_to-stand-together-in-defe_FemaleCitation_CGL_2|kakaxxaailuo
07418_kakaxxaailuo-_to-stand-together-in-defe_FemaleStem_CGL_2|kakaxxaailuo
07422_isbaaitchihche_to-get-dressed_FemaleCitation_CGL_1|isbaaitchihche
07422_isbaaitchihche_to-get-dressed_FemaleStem_CGL_1|isbaaitchihche
07422_isbaaitchihche_to-get-dressed_FemaleStem_CGL_2|isbaaitchihche
07422_isbaaitchihche_to-get-dressed_FemaleStem_CGL_3|isbaaitchihche
07423_isahpaleeta_shoeless_FemaleCitation_CGL_2|isahpaleeta
07423_isahpaleeta_shoeless_FemaleStem_CGL_1|isahpaleeta
07423_isahpaleeta_shoeless_FemaleStem_CGL_2|isahpaleeta
07424_iittaashteeleeta_shirtless_FemaleCitation_CGL_1|iittaashteeleeta
07424_iittaashteeleeta_shirtless_FemaleCitation_CGL_2|iittaashteeleeta
07424_iittaashteeleeta_shirtless_FemaleStem_CGL_1|iittaashteeleeta
07458_iischiwaalaatuua_makeup_FemaleCitation_CGL_2|iischiwaalaatuua
07467_kapiliashtawilishpitaape-_huckleberry-tea_FemaleCitation_CGL_4|kapiliashtawilishpitaape
07495_kooaaiia-_blame-accuse_FemaleCitation_CGL_2|kooaaiia
07495_kooaaiia-_blame-accuse_FemaleStem_CGL_2|kooaaiia
07525_koole-_be-there_FemaleCitation_CGL_1|koole
07525_koole-_be-there_FemaleStem_CGL_1|koole
07591_bileeiassee_guard-a-fire-to_FemaleCitation_CGL_4|bileeiassee
07591_bileeiassiia_guard-a-fire-to_FemaleCitation_CGL_1|bileeiassiia
07591_bileeiassiia_guard-a-fire-to_FemaleStem_CGL_1|bileeiassiia
07605_kuhche-_mean-intend_FemaleCitation_CGL_2|kuhche
07605_kuhche-_mean-intend_FemaleStem_CGL_2|kuhche
07608_aatchiia_drink-from-nipple_FemaleCitation_CGL_1|aatchiia
07608_aatchiia_drink-from-nipple_FemaleStem_CGL_1|aatchiia
07635_bannappaxi_chop-the-wood-_FemaleCitation_CGL_1|bannappaxi
07635_bannappaxi_chop-the-wood-_FemaleCitation_CGL_2|bannappaxi
07635_bannappaxi_chop-the-wood-_FemaleStem_CGL_1|bannappaxi
07635_bannappaxi_chop-the-wood-_FemaleStem_CGL_2|bannappaxi
07637_bannassachi_split-woodlogs_FemaleCitation_CGL_1|bannassachi
07637_bannassachi_split-woodlogs_FemaleStem_CGL_1|bannassachi
07638_balapashko_saw-to-_FemaleCitation_CGL_3|balapashko
07638_balapashko_saw-to-_FemaleStem_CGL_1|balapashko
07638_balapashku_saw-to-_FemaleCitation_CGL_1|balapashku
07650_kuloo-_bring-back_FemaleCitation_CGL_2|kuloo
07650_kuloo-_bring-back_FemaleStem_CGL_2|kuloo
07666_bikkaachoosaalaxiio_burn-off-field-_FemaleCitation_CGL_1|bikkaachoosaalaxiio
07666_bikkaachoosaalaxiio_burn-off-field-_FemaleStem_CGL_1|bikkaachoosaalaxiio
07672_alaxiiwaaluussaa_easy-to-burn_FemaleCitation_CGL_1|alaxiiwaaluussaa
07672_alaxiiwaaluussaa_easy-to-burn_FemaleStem_CGL_1|alaxiiwaaluussaa
07674_alapaluua_combustible-_FemaleCitation_CGL_1|alapaluua
07674_alapaluua_combustible-_FemaleCitation_CGL_2|alapaluua
07674_alapaluua_combustible-_FemaleStem_CGL_1|alapaluua
07674_alapaluua_combustible-_FemaleStem_CGL_2|alapaluua
07674_alapaluualee_combustible-_FemaleCitation_CGL_3|alapaluualee
07674_alapaluualee_combustible-_FemaleStem_CGL_3|alapaluualee
07692_bilihpalakuua_bath-to-give-a_FemaleCitation_CGL_1|bilihpalakuua
07692_bilihpalakuua_bath-to-give-a_FemaleStem_CGL_1|bilihpalakuua
07721_kussahke-_still-more-so_FemaleCitation_CGL_2|kussahke
07721_kussahke-_still-more-so_FemaleStem_CGL_1|kussahke
07731_kussee-_facing-in-a-certain-direc_FemaleCitation_CGL_1|kussee
07731_kussee-_facing-in-a-certain-direc_FemaleStem_CGL_1|kussee
07763_ohkahkapiia-_bumpy-surface_FemaleCitation_CGL_2|ohkahkapiia
07763_ohkahkapiia-_bumpy-surface_FemaleStem_CGL_2|ohkahkapiia
07771_ihchiiaxua_cover-yourself_FemaleCitation_CGL_1|ihchiiaxua
07771_ihchiiaxua_cover-yourself_FemaleStem_CGL_1|ihchiiaxua
07771_ihchiiaxua_cover-yourself_FemaleStem_CGL_2|ihchiiaxua
07798_hilawitchee_to-sleep-well_FemaleCitation_CGL_1|hilawitchee
07798_hilawitchee_to-sleep-well_FemaleCitation_CGL_2|hilawitchee
07798_hilawitchee_to-sleep-well_FemaleStem_CGL_1|hilawitchee
07823_biakoo_woman-that-doesnt-back-do_FemaleCitation_CGL_1|biakoo
07823_biakoo_woman-that-doesnt-back-do_FemaleCitation_CGL_2|biakoo
07829_duattaalio_never-stay-in-one-place-m_FemaleCitation_CGL_1|duattaalio
07829_duattaalio_never-stay-in-one-place-m_FemaleStem_CGL_1|duattaalio
07829_duattaalio_never-stay-in-one-place-m_FemaleStem_CGL_2|duattaalio
07832_daaxaluo_boyfriend-moves-into-girl_FemaleCitation_CGL_1|daaxaluo
07832_daaxaluo_boyfriend-moves-into-girl_FemaleStem_CGL_2|daaxaluo
07837_akiikooshe_leader-in-his-or-her-fiel_FemaleCitation_CGL_1|akiikooshe
07838_ischipachitche_good-with-hands-craftsman_FemaleCitation_CGL_1|ischipachitche
07838_ischipachitche_good-with-hands-craftsman_FemaleStem_CGL_2|ischipachitche
07872_aliilaatuuleete_of-no-use-_FemaleCitation_CGL_1|aliilaatuuleete
07872_aliilaatuuleete_of-no-use-_FemaleCitation_CGL_2|aliilaatuuleete
07872_aliilaatuuleete_of-no-use-_FemaleStem_CGL_1|aliilaatuuleete
07875_ammahilioole_waiting-for-work_FemaleCitation_CGL_2|ammahilioole
07875_ammahilioole_waiting-for-work_FemaleStem_CGL_1|ammahilioole
07887_iiliakawiia_use-in-bad-way-_FemaleCitation_CGL_1|iiliakawiia
07887_iiliakawiia_use-in-bad-way-_FemaleStem_CGL_1|iiliakawiia
07887_iiliakawiia_use-in-bad-way-_FemaleStem_CGL_2|iiliakawiia
07890_chikitcheessaa_abusive-disrespectful_FemaleCitation_CGL_1|chikitcheessaa
07890_chikitcheessaa_abusive-disrespectful_FemaleStem_CGL_1|chikitcheessaa
07893_baahilikaashe_work-hard_FemaleCitation_CGL_1|baahilikaashe
07893_baahilikaashe_work-hard_FemaleStem_CGL_1|baahilikaashe
07954_baawachaahiia_gather-together-_FemaleCitation_CGL_1|baawachaahiia
07954_baawachaahiia_gather-together-_FemaleStem_CGL_1|baawachaahiia
07955_batichakkuwe_get-it-together-and-ready_FemaleCitation_CGL_1|batichakkuwe
07955_batichakkuwe_get-it-together-and-ready_FemaleStem_CGL_1|batichakkuwe
07962_itchihkalaataale--itchihkalaaliche_to-warm-up-stretchmove_FemaleCitation_CGL_1|itchihkalaataale itchihkalaaliche
07962_itchihkalaataale--itchihkalaaliche_to-warm-up-stretchmove_FemaleStem_CGL_1|itchihkalaataale itchihkalaaliche
07963_ihchiaakhiissee_unprepared-behind-not-up-_FemaleCitation_CGL_1|ihchiaakhiissee
07963_ihchiaakhiissee_unprepared-behind-not-up-_FemaleStem_CGL_1|ihchiaakhiissee
07963_ihchiaakhiissee_unprepared-behind-not-up-_FemaleStem_CGL_2|ihchiaakhiissee
08035_dimmia_to-try-for-work-help-your_FemaleCitation_CGL_1|dimmia
08035_dimmia_to-try-for-work-help-your_FemaleStem_CGL_1|dimmia
08037_alaimmialeete_cant-help-themself-no-sou_FemaleCitation_CGL_1|alaimmialeete
08037_alaimmialeete_cant-help-themself-no-sou_FemaleStem_CGL_1|alaimmialeete
08037_alaimmialeete_cant-help-themself-no-sou_FemaleStem_CGL_2|alaimmialeete
08164_alatshiihiluua_gardening-cultivating_FemaleCitation_CGL_1|alatshiihiluua
08164_alatshiihiluua_gardening-cultivating_FemaleStem_CGL_1|alatshiihiluua
08164_alatshiihiluua_gardening-cultivating_FemaleStem_CGL_2|alatshiihiluua
08170_awalaxxituua_plow-cultivate_FemaleCitation_CGL_1|awalaxxituua
08170_awalaxxituua_plow-cultivate_FemaleStem_CGL_2|awalaxxituua
08175_shichkaate_mound-made-for-planting_FemaleCitation_CGL_1|shichkaate
08175_shichkaate_mound-made-for-planting_FemaleStem_CGL_1|shichkaate
08178_bikkee-annattatuua_grazing-animal-a-place-gr_FemaleCitation_CGL_1|bikkee annattatuua
08181_binneehkuua_irrigation_FemaleCitation_CGL_1|binneehkuua
08253_baaxawuasapiio_winnow-to--softening-brea_FemaleCitation_CGL_1|baaxawuasapiio
